file_name;char_used;perc_printable
xortool_out/109.out;100;98.0
xortool_out/110.out;100;98.0
xortool_out/111.out;100;98.0
xortool_out/112.out;101;98.0
xortool_out/113.out;101;98.0
xortool_out/114.out;101;98.0
xortool_out/115.out;101;98.0
xortool_out/116.out;101;98.0
xortool_out/117.out;101;98.0
xortool_out/118.out;101;98.0
xortool_out/119.out;101;98.0
xortool_out/120.out;102;98.0
xortool_out/121.out;102;98.0
xortool_out/122.out;102;97.0
xortool_out/123.out;102;97.0
xortool_out/124.out;102;97.0
xortool_out/125.out;102;98.0
xortool_out/126.out;102;97.0
xortool_out/127.out;102;97.0
xortool_out/128.out;103;96.0
xortool_out/129.out;103;97.0
xortool_out/130.out;103;96.0
xortool_out/131.out;103;96.0
xortool_out/132.out;103;96.0
xortool_out/133.out;103;96.0
xortool_out/134.out;103;96.0
xortool_out/135.out;103;96.0
xortool_out/136.out;104;95.0
xortool_out/137.out;104;95.0
xortool_out/138.out;104;96.0
xortool_out/139.out;104;95.0
xortool_out/140.out;104;95.0
xortool_out/141.out;104;95.0
xortool_out/142.out;104;95.0
xortool_out/143.out;104;95.0
xortool_out/144.out;105;96.0
xortool_out/145.out;105;96.0
xortool_out/146.out;105;96.0
xortool_out/147.out;105;96.0
xortool_out/148.out;105;96.0
xortool_out/149.out;105;95.0
xortool_out/150.out;105;96.0
xortool_out/151.out;105;95.0
xortool_out/152.out;106;97.0
xortool_out/153.out;106;97.0
xortool_out/154.out;106;97.0
xortool_out/155.out;106;97.0
xortool_out/156.out;106;97.0
xortool_out/157.out;106;97.0
xortool_out/158.out;106;97.0
xortool_out/159.out;106;97.0
xortool_out/160.out;107;97.0
xortool_out/161.out;107;97.0
xortool_out/162.out;107;97.0
xortool_out/163.out;107;97.0
xortool_out/164.out;107;97.0
xortool_out/165.out;107;97.0
xortool_out/166.out;107;97.0
xortool_out/167.out;107;97.0
xortool_out/168.out;108;96.0
xortool_out/169.out;108;97.0
xortool_out/170.out;108;97.0
xortool_out/171.out;108;97.0
xortool_out/172.out;108;96.0
xortool_out/173.out;108;97.0
xortool_out/174.out;108;97.0
xortool_out/175.out;108;97.0
xortool_out/176.out;109;97.0
xortool_out/177.out;109;97.0
xortool_out/178.out;109;97.0
xortool_out/179.out;109;97.0
xortool_out/180.out;109;97.0
xortool_out/181.out;109;97.0
xortool_out/182.out;109;97.0
xortool_out/183.out;109;97.0
xortool_out/184.out;110;94.0
xortool_out/185.out;110;94.0
xortool_out/186.out;110;95.0
xortool_out/187.out;110;95.0
xortool_out/188.out;110;94.0
xortool_out/189.out;110;94.0
xortool_out/190.out;110;95.0
xortool_out/191.out;110;94.0
xortool_out/192.out;111;96.0
xortool_out/193.out;111;96.0
xortool_out/194.out;111;97.0
xortool_out/195.out;111;97.0
xortool_out/196.out;111;96.0
xortool_out/197.out;111;96.0
xortool_out/198.out;111;96.0
xortool_out/199.out;111;96.0
xortool_out/200.out;112;96.0
xortool_out/201.out;112;96.0
xortool_out/202.out;112;96.0
xortool_out/203.out;112;96.0
xortool_out/204.out;112;96.0
xortool_out/205.out;112;96.0
xortool_out/206.out;112;96.0
xortool_out/207.out;112;96.0
xortool_out/208.out;113;96.0
xortool_out/209.out;113;96.0
xortool_out/210.out;113;96.0
xortool_out/211.out;113;96.0
xortool_out/212.out;113;96.0
xortool_out/213.out;113;96.0
xortool_out/214.out;113;96.0
xortool_out/215.out;113;96.0
xortool_out/216.out;114;95.0
xortool_out/217.out;114;95.0
xortool_out/218.out;114;95.0
xortool_out/219.out;114;95.0
xortool_out/220.out;114;95.0
xortool_out/221.out;114;95.0
xortool_out/222.out;114;95.0
xortool_out/223.out;114;95.0
xortool_out/224.out;115;94.0
xortool_out/225.out;115;94.0
xortool_out/226.out;115;94.0
xortool_out/227.out;115;95.0
xortool_out/228.out;115;94.0
xortool_out/229.out;115;94.0
xortool_out/230.out;115;94.0
xortool_out/231.out;115;95.0
xortool_out/232.out;116;95.0
xortool_out/233.out;116;95.0
xortool_out/234.out;116;95.0
xortool_out/235.out;116;95.0
xortool_out/236.out;116;95.0
xortool_out/237.out;116;95.0
xortool_out/238.out;116;95.0
xortool_out/239.out;116;95.0
xortool_out/240.out;117;95.0
xortool_out/241.out;117;94.0
xortool_out/242.out;117;95.0
xortool_out/243.out;117;95.0
xortool_out/244.out;117;95.0
xortool_out/245.out;117;94.0
xortool_out/246.out;117;95.0
xortool_out/247.out;117;95.0
xortool_out/248.out;118;94.0
xortool_out/249.out;118;94.0
xortool_out/250.out;118;94.0
xortool_out/251.out;118;94.0
xortool_out/252.out;118;94.0
xortool_out/253.out;118;94.0
xortool_out/254.out;118;94.0
xortool_out/255.out;118;94.0
xortool_out/256.out;119;96.0
xortool_out/257.out;119;96.0
xortool_out/258.out;119;96.0
xortool_out/259.out;119;96.0
xortool_out/260.out;119;96.0
xortool_out/261.out;119;96.0
xortool_out/262.out;119;96.0
xortool_out/263.out;119;96.0
xortool_out/264.out;120;96.0
xortool_out/265.out;120;96.0
xortool_out/266.out;120;96.0
xortool_out/267.out;120;96.0
xortool_out/268.out;120;96.0
xortool_out/269.out;120;96.0
xortool_out/270.out;120;96.0
xortool_out/271.out;120;96.0
xortool_out/272.out;121;96.0
xortool_out/273.out;121;96.0
xortool_out/274.out;121;96.0
xortool_out/275.out;121;96.0
xortool_out/276.out;121;96.0
xortool_out/277.out;121;96.0
xortool_out/278.out;121;96.0
xortool_out/279.out;121;96.0
xortool_out/280.out;122;96.0
xortool_out/281.out;122;96.0
xortool_out/282.out;122;96.0
xortool_out/283.out;122;96.0
xortool_out/284.out;122;96.0
xortool_out/285.out;122;96.0
xortool_out/286.out;122;96.0
xortool_out/287.out;122;96.0
xortool_out/288.out;65;53.0
xortool_out/289.out;65;56.0
xortool_out/290.out;65;54.0
xortool_out/291.out;65;56.0
xortool_out/292.out;65;51.0
xortool_out/293.out;65;53.0
xortool_out/294.out;65;51.0
xortool_out/295.out;65;54.0
xortool_out/296.out;66;59.0
xortool_out/297.out;66;62.0
xortool_out/298.out;66;59.0
xortool_out/299.out;66;62.0
xortool_out/300.out;66;57.0
xortool_out/301.out;66;60.0
xortool_out/302.out;66;57.0
xortool_out/303.out;66;60.0
xortool_out/304.out;67;59.0
xortool_out/305.out;67;62.0
xortool_out/306.out;67;59.0
xortool_out/307.out;67;62.0
xortool_out/308.out;67;57.0
xortool_out/309.out;67;59.0
xortool_out/310.out;67;57.0
xortool_out/311.out;67;59.0
xortool_out/312.out;68;61.0
xortool_out/313.out;68;63.0
xortool_out/314.out;68;61.0
xortool_out/315.out;68;63.0
xortool_out/316.out;68;59.0
xortool_out/317.out;68;61.0
xortool_out/318.out;68;59.0
xortool_out/319.out;68;61.0
xortool_out/320.out;69;62.0
xortool_out/321.out;69;64.0
xortool_out/322.out;69;62.0
xortool_out/323.out;69;64.0
xortool_out/324.out;69;60.0
xortool_out/325.out;69;62.0
xortool_out/326.out;69;60.0
xortool_out/327.out;69;62.0
xortool_out/328.out;70;55.0
xortool_out/329.out;70;57.0
xortool_out/330.out;70;55.0
xortool_out/331.out;70;57.0
xortool_out/332.out;70;52.0
xortool_out/333.out;70;55.0
xortool_out/334.out;70;53.0
xortool_out/335.out;70;55.0
xortool_out/336.out;71;54.0
xortool_out/337.out;71;57.0
xortool_out/338.out;71;55.0
xortool_out/339.out;71;57.0
xortool_out/340.out;71;51.0
xortool_out/341.out;71;54.0
xortool_out/342.out;71;52.0
xortool_out/343.out;71;54.0
xortool_out/344.out;72;65.0
xortool_out/345.out;72;67.0
xortool_out/346.out;72;64.0
xortool_out/347.out;72;66.0
xortool_out/348.out;72;63.0
xortool_out/349.out;72;65.0
xortool_out/350.out;72;62.0
xortool_out/351.out;72;64.0
xortool_out/352.out;73;60.0
xortool_out/353.out;73;63.0
xortool_out/354.out;73;60.0
xortool_out/355.out;73;62.0
xortool_out/356.out;73;57.0
xortool_out/357.out;73;60.0
xortool_out/358.out;73;57.0
xortool_out/359.out;73;60.0
xortool_out/360.out;74;53.0
xortool_out/361.out;74;55.0
xortool_out/362.out;74;53.0
xortool_out/363.out;74;55.0
xortool_out/364.out;74;51.0
xortool_out/365.out;74;53.0
xortool_out/366.out;74;51.0
xortool_out/367.out;74;53.0
xortool_out/368.out;75;54.0
xortool_out/369.out;75;56.0
xortool_out/370.out;75;54.0
xortool_out/371.out;75;56.0
xortool_out/372.out;75;51.0
xortool_out/373.out;75;53.0
xortool_out/374.out;75;51.0
xortool_out/375.out;75;53.0
xortool_out/376.out;76;63.0
xortool_out/377.out;76;66.0
xortool_out/378.out;76;63.0
xortool_out/379.out;76;65.0
xortool_out/380.out;76;61.0
xortool_out/381.out;76;63.0
xortool_out/382.out;76;61.0
xortool_out/383.out;76;63.0
xortool_out/384.out;77;54.0
xortool_out/385.out;77;56.0
xortool_out/386.out;77;54.0
xortool_out/387.out;77;57.0
xortool_out/388.out;77;51.0
xortool_out/389.out;77;54.0
xortool_out/390.out;77;52.0
xortool_out/391.out;77;54.0
xortool_out/392.out;78;61.0
xortool_out/393.out;78;64.0
xortool_out/394.out;78;60.0
xortool_out/395.out;78;63.0
xortool_out/396.out;78;59.0
xortool_out/397.out;78;61.0
xortool_out/398.out;78;58.0
xortool_out/399.out;78;61.0
xortool_out/400.out;79;61.0
xortool_out/401.out;79;63.0
xortool_out/402.out;79;60.0
xortool_out/403.out;79;63.0
xortool_out/404.out;79;58.0
xortool_out/405.out;79;61.0
xortool_out/406.out;79;58.0
xortool_out/407.out;79;61.0
xortool_out/408.out;80;47.0
xortool_out/409.out;80;50.0
xortool_out/410.out;80;47.0
xortool_out/411.out;80;50.0
xortool_out/412.out;80;44.0
xortool_out/413.out;80;47.0
xortool_out/414.out;80;44.0
xortool_out/415.out;80;47.0
xortool_out/416.out;81;46.0
xortool_out/417.out;81;49.0
xortool_out/418.out;81;46.0
xortool_out/419.out;81;49.0
xortool_out/420.out;81;43.0
xortool_out/421.out;81;46.0
xortool_out/422.out;81;43.0
xortool_out/423.out;81;46.0
xortool_out/424.out;82;47.0
xortool_out/425.out;82;50.0
xortool_out/426.out;82;47.0
xortool_out/427.out;82;50.0
xortool_out/428.out;82;44.0
xortool_out/429.out;82;47.0
xortool_out/430.out;82;44.0
xortool_out/431.out;82;47.0
xortool_out/432.out;83;47.0
xortool_out/433.out;83;50.0
xortool_out/434.out;83;47.0
xortool_out/435.out;83;50.0
xortool_out/436.out;83;44.0
xortool_out/437.out;83;47.0
xortool_out/438.out;83;44.0
xortool_out/439.out;83;47.0
xortool_out/440.out;84;47.0
xortool_out/441.out;84;50.0
xortool_out/442.out;84;47.0
xortool_out/443.out;84;50.0
xortool_out/444.out;84;44.0
xortool_out/445.out;84;47.0
xortool_out/446.out;84;44.0
xortool_out/447.out;84;47.0
xortool_out/448.out;85;45.0
xortool_out/449.out;85;48.0
xortool_out/450.out;85;45.0
xortool_out/451.out;85;48.0
xortool_out/452.out;85;42.0
xortool_out/453.out;85;45.0
xortool_out/454.out;85;42.0
xortool_out/455.out;85;45.0
xortool_out/456.out;86;46.0
xortool_out/457.out;86;49.0
xortool_out/458.out;86;46.0
xortool_out/459.out;86;49.0
xortool_out/460.out;86;43.0
xortool_out/461.out;86;46.0
xortool_out/462.out;86;43.0
xortool_out/463.out;86;46.0
xortool_out/464.out;87;46.0
xortool_out/465.out;87;49.0
xortool_out/466.out;87;46.0
xortool_out/467.out;87;49.0
xortool_out/468.out;87;43.0
xortool_out/469.out;87;46.0
xortool_out/470.out;87;43.0
xortool_out/471.out;87;46.0
xortool_out/472.out;88;58.0
xortool_out/473.out;88;60.0
xortool_out/474.out;88;58.0
xortool_out/475.out;88;60.0
xortool_out/476.out;88;56.0
xortool_out/477.out;88;58.0
xortool_out/478.out;88;56.0
xortool_out/479.out;88;58.0
xortool_out/480.out;89;58.0
xortool_out/481.out;89;61.0
xortool_out/482.out;89;58.0
xortool_out/483.out;89;61.0
xortool_out/484.out;89;56.0
xortool_out/485.out;89;58.0
xortool_out/486.out;89;56.0
xortool_out/487.out;89;58.0
xortool_out/488.out;90;51.0
xortool_out/489.out;90;54.0
xortool_out/490.out;90;51.0
xortool_out/491.out;90;54.0
xortool_out/492.out;90;49.0
xortool_out/493.out;90;52.0
xortool_out/494.out;90;49.0
xortool_out/495.out;90;52.0
xortool_out/496.out;33;99.0
xortool_out/497.out;33;99.0
xortool_out/498.out;33;99.0
xortool_out/499.out;33;99.0
xortool_out/500.out;33;99.0
xortool_out/501.out;33;99.0
xortool_out/502.out;33;99.0
xortool_out/503.out;33;99.0
xortool_out/504.out;34;98.0
xortool_out/505.out;34;97.0
xortool_out/506.out;34;98.0
xortool_out/507.out;34;97.0
xortool_out/508.out;34;98.0
xortool_out/509.out;34;97.0
xortool_out/510.out;34;98.0
xortool_out/511.out;34;98.0
xortool_out/512.out;35;99.0
xortool_out/513.out;35;99.0
xortool_out/514.out;35;99.0
xortool_out/515.out;35;99.0
xortool_out/516.out;35;99.0
xortool_out/517.out;35;99.0
xortool_out/518.out;35;99.0
xortool_out/519.out;35;99.0
xortool_out/520.out;36;98.0
xortool_out/521.out;36;97.0
xortool_out/522.out;36;98.0
xortool_out/523.out;36;97.0
xortool_out/524.out;36;98.0
xortool_out/525.out;36;97.0
xortool_out/526.out;36;98.0
xortool_out/527.out;36;98.0
xortool_out/528.out;37;98.0
xortool_out/529.out;37;98.0
xortool_out/530.out;37;98.0
xortool_out/531.out;37;98.0
xortool_out/532.out;37;98.0
xortool_out/533.out;37;98.0
xortool_out/534.out;37;98.0
xortool_out/535.out;37;98.0
xortool_out/536.out;38;98.0
xortool_out/537.out;38;98.0
xortool_out/538.out;38;98.0
xortool_out/539.out;38;98.0
xortool_out/540.out;38;98.0
xortool_out/541.out;38;98.0
xortool_out/542.out;38;98.0
xortool_out/543.out;38;98.0
xortool_out/544.out;39;99.0
xortool_out/545.out;39;99.0
xortool_out/546.out;39;99.0
xortool_out/547.out;39;99.0
xortool_out/548.out;39;99.0
xortool_out/549.out;39;99.0
xortool_out/550.out;39;99.0
xortool_out/551.out;39;99.0
xortool_out/552.out;40;96.0
xortool_out/553.out;40;96.0
xortool_out/554.out;40;96.0
xortool_out/555.out;40;96.0
xortool_out/556.out;40;97.0
xortool_out/557.out;40;96.0
xortool_out/558.out;40;97.0
xortool_out/559.out;40;96.0
xortool_out/560.out;41;97.0
xortool_out/561.out;41;97.0
xortool_out/562.out;41;97.0
xortool_out/563.out;41;97.0
xortool_out/564.out;41;97.0
xortool_out/565.out;41;97.0
xortool_out/566.out;41;97.0
xortool_out/567.out;41;97.0
xortool_out/568.out;42;96.0
xortool_out/569.out;42;96.0
xortool_out/570.out;42;96.0
xortool_out/571.out;42;96.0
xortool_out/572.out;42;96.0
xortool_out/573.out;42;96.0
xortool_out/574.out;42;96.0
xortool_out/575.out;42;96.0
xortool_out/576.out;43;93.0
xortool_out/577.out;43;93.0
xortool_out/578.out;43;93.0
xortool_out/579.out;43;93.0
xortool_out/580.out;43;93.0
xortool_out/581.out;43;93.0
xortool_out/582.out;43;93.0
xortool_out/583.out;43;93.0
xortool_out/584.out;44;94.0
xortool_out/585.out;44;94.0
xortool_out/586.out;44;94.0
xortool_out/587.out;44;94.0
xortool_out/588.out;44;94.0
xortool_out/589.out;44;94.0
xortool_out/590.out;44;94.0
xortool_out/591.out;44;94.0
xortool_out/592.out;45;95.0
xortool_out/593.out;45;95.0
xortool_out/594.out;45;95.0
xortool_out/595.out;45;95.0
xortool_out/596.out;45;95.0
xortool_out/597.out;45;95.0
xortool_out/598.out;45;95.0
xortool_out/599.out;45;95.0
xortool_out/600.out;46;97.0
xortool_out/601.out;46;97.0
xortool_out/602.out;46;97.0
xortool_out/603.out;46;97.0
xortool_out/604.out;46;97.0
xortool_out/605.out;46;97.0
xortool_out/606.out;46;97.0
xortool_out/607.out;46;97.0
xortool_out/608.out;47;97.0
xortool_out/609.out;47;97.0
xortool_out/610.out;47;97.0
xortool_out/611.out;47;97.0
xortool_out/612.out;47;97.0
xortool_out/613.out;47;97.0
xortool_out/614.out;47;97.0
xortool_out/615.out;47;97.0
xortool_out/616.out;58;87.0
xortool_out/617.out;58;87.0
xortool_out/618.out;58;87.0
xortool_out/619.out;58;87.0
xortool_out/620.out;58;87.0
xortool_out/621.out;58;86.0
xortool_out/622.out;58;87.0
xortool_out/623.out;58;87.0
xortool_out/624.out;59;96.0
xortool_out/625.out;59;96.0
xortool_out/626.out;59;96.0
xortool_out/627.out;59;96.0
xortool_out/628.out;59;96.0
xortool_out/629.out;59;96.0
xortool_out/630.out;59;96.0
xortool_out/631.out;59;96.0
xortool_out/632.out;60;97.0
xortool_out/633.out;60;97.0
xortool_out/634.out;60;97.0
xortool_out/635.out;60;97.0
xortool_out/636.out;60;97.0
xortool_out/637.out;60;97.0
xortool_out/638.out;60;97.0
xortool_out/639.out;60;97.0
xortool_out/640.out;61;97.0
xortool_out/641.out;61;96.0
xortool_out/642.out;61;96.0
xortool_out/643.out;61;96.0
xortool_out/644.out;61;97.0
xortool_out/645.out;61;96.0
xortool_out/646.out;61;96.0
xortool_out/647.out;61;96.0
xortool_out/648.out;62;93.0
xortool_out/649.out;62;93.0
xortool_out/650.out;62;93.0
xortool_out/651.out;62;93.0
xortool_out/652.out;62;93.0
xortool_out/653.out;62;93.0
xortool_out/654.out;62;93.0
xortool_out/655.out;62;93.0
xortool_out/656.out;63;98.0
xortool_out/657.out;63;98.0
xortool_out/658.out;63;98.0
xortool_out/659.out;63;97.0
xortool_out/660.out;63;98.0
xortool_out/661.out;63;98.0
xortool_out/662.out;63;98.0
xortool_out/663.out;63;98.0
xortool_out/664.out;64;54.0
xortool_out/665.out;64;57.0
xortool_out/666.out;64;55.0
xortool_out/667.out;64;57.0
xortool_out/668.out;64;52.0
xortool_out/669.out;64;54.0
xortool_out/670.out;64;52.0
xortool_out/671.out;64;55.0
xortool_out/672.out;91;51.0
xortool_out/673.out;91;54.0
xortool_out/674.out;91;51.0
xortool_out/675.out;91;54.0
xortool_out/676.out;91;48.0
xortool_out/677.out;91;51.0
xortool_out/678.out;91;48.0
xortool_out/679.out;91;51.0
xortool_out/680.out;92;50.0
xortool_out/681.out;92;53.0
xortool_out/682.out;92;50.0
xortool_out/683.out;92;53.0
xortool_out/684.out;92;47.0
xortool_out/685.out;92;50.0
xortool_out/686.out;92;47.0
xortool_out/687.out;92;50.0
xortool_out/688.out;93;52.0
xortool_out/689.out;93;55.0
xortool_out/690.out;93;52.0
xortool_out/691.out;93;55.0
xortool_out/692.out;93;50.0
xortool_out/693.out;93;53.0
xortool_out/694.out;93;50.0
xortool_out/695.out;93;53.0
xortool_out/696.out;94;59.0
xortool_out/697.out;94;61.0
xortool_out/698.out;94;59.0
xortool_out/699.out;94;61.0
xortool_out/700.out;94;56.0
xortool_out/701.out;94;59.0
xortool_out/702.out;94;56.0
xortool_out/703.out;94;59.0
xortool_out/704.out;95;59.0
xortool_out/705.out;95;61.0
xortool_out/706.out;95;59.0
xortool_out/707.out;95;61.0
xortool_out/708.out;95;56.0
xortool_out/709.out;95;58.0
xortool_out/710.out;95;56.0
xortool_out/711.out;95;58.0
xortool_out/712.out;96;97.0
xortool_out/713.out;96;97.0
xortool_out/714.out;96;97.0
xortool_out/715.out;96;97.0
xortool_out/716.out;96;97.0
xortool_out/717.out;96;97.0
xortool_out/718.out;96;97.0
xortool_out/719.out;96;97.0
xortool_out/720.out;123;95.0
xortool_out/721.out;123;95.0
xortool_out/722.out;123;95.0
xortool_out/723.out;123;95.0
xortool_out/724.out;123;95.0
xortool_out/725.out;123;95.0
xortool_out/726.out;123;95.0
xortool_out/727.out;123;95.0
xortool_out/728.out;124;95.0
xortool_out/729.out;124;95.0
xortool_out/730.out;124;95.0
xortool_out/731.out;124;95.0
xortool_out/732.out;124;95.0
xortool_out/733.out;124;95.0
xortool_out/734.out;124;95.0
xortool_out/735.out;124;95.0
xortool_out/736.out;125;96.0
xortool_out/737.out;125;96.0
xortool_out/738.out;125;96.0
xortool_out/739.out;125;96.0
xortool_out/740.out;125;96.0
xortool_out/741.out;125;96.0
xortool_out/742.out;125;96.0
xortool_out/743.out;125;96.0
xortool_out/744.out;126;96.0
xortool_out/745.out;126;96.0
xortool_out/746.out;126;96.0
xortool_out/747.out;126;96.0
xortool_out/748.out;126;96.0
xortool_out/749.out;126;96.0
xortool_out/750.out;126;96.0
xortool_out/751.out;126;96.0
xortool_out/752.out;32;99.0
xortool_out/753.out;32;99.0
xortool_out/754.out;32;99.0
xortool_out/755.out;32;99.0
xortool_out/756.out;32;99.0
xortool_out/757.out;32;99.0
xortool_out/758.out;32;99.0
xortool_out/759.out;32;99.0
xortool_out/760.out;9;79.0
xortool_out/761.out;9;77.0
xortool_out/762.out;9;80.0
xortool_out/763.out;9;77.0
xortool_out/764.out;9;82.0
xortool_out/765.out;9;80.0
xortool_out/766.out;9;83.0
xortool_out/767.out;9;80.0
xortool_out/768.out;10;80.0
xortool_out/769.out;10;77.0
xortool_out/770.out;10;80.0
xortool_out/771.out;10;77.0
xortool_out/772.out;10;82.0
xortool_out/773.out;10;79.0
xortool_out/774.out;10;82.0
xortool_out/775.out;10;79.0
xortool_out/776.out;13;80.0
xortool_out/777.out;13;78.0
xortool_out/778.out;13;80.0
xortool_out/779.out;13;78.0
xortool_out/780.out;13;82.0
xortool_out/781.out;13;80.0
xortool_out/782.out;13;82.0
xortool_out/783.out;13;80.0
xortool_out/784.out;11;79.0
xortool_out/785.out;11;77.0
xortool_out/786.out;11;79.0
xortool_out/787.out;11;77.0
xortool_out/788.out;11;82.0
xortool_out/789.out;11;79.0
xortool_out/790.out;11;81.0
xortool_out/791.out;11;79.0
xortool_out/792.out;12;79.0
xortool_out/793.out;12;76.0
xortool_out/794.out;12;79.0
xortool_out/795.out;12;76.0
xortool_out/796.out;12;81.0
xortool_out/797.out;12;78.0
xortool_out/798.out;12;81.0
xortool_out/799.out;12;78.0
